grid,eeacellcode,last_ym,staleness_months,total_occurrences,priority_reason
grid10km,10kmE402N461,1931-07-01,1134,1,Not sampled in 94.5 years
grid10km,10kmE421N491,1931-07-01,1134,1,Not sampled in 94.5 years
grid10km,10kmE512N400,1931-07-01,1134,1,Not sampled in 94.5 years
grid10km,10kmE417N428,1931-07-01,1134,1,Not sampled in 94.5 years
grid10km,10kmE402N426,1931-07-01,1134,1,Not sampled in 94.5 years
grid10km,10kmE428N377,1931-08-01,1133,1,Not sampled in 94.4 years
grid10km,10kmE509N446,1931-08-01,1133,1,Not sampled in 94.4 years
grid10km,10kmE417N384,1931-09-01,1132,1,Not sampled in 94.3 years
grid10km,10kmE441N433,1932-07-01,1122,1,Not sampled in 93.5 years
grid10km,10kmE437N418,1932-08-01,1121,1,Not sampled in 93.4 years
grid10km,10kmE502N490,1932-08-01,1121,1,Not sampled in 93.4 years
grid10km,10kmE488N430,1932-09-01,1120,1,Not sampled in 93.3 years
grid10km,10kmE401N406,1932-09-01,1120,1,Not sampled in 93.3 years
grid10km,10kmE387N460,1932-09-01,1120,1,Not sampled in 93.3 years
grid10km,10kmE500N413,1933-01-01,1116,1,Not sampled in 93 years
grid10km,10kmE513N478,1933-05-01,1112,1,Not sampled in 92.7 years
grid10km,10kmE444N415,1933-07-01,1110,2,Not sampled in 92.5 years
grid10km,10kmE499N482,1934-06-01,1099,3,Not sampled in 91.6 years
grid10km,10kmE448N460,1934-07-01,1098,2,Not sampled in 91.5 years
grid10km,10kmE441N432,1934-08-01,1097,5,Not sampled in 91.4 years
grid10km,10kmE448N462,1935-08-01,1085,5,Not sampled in 90.4 years
grid10km,10kmE474N366,1935-08-01,1085,1,Not sampled in 90.4 years
grid10km,10kmE500N487,1935-08-01,1085,1,Not sampled in 90.4 years
grid10km,10kmE394N433,1935-11-01,1082,1,Not sampled in 90.2 years
grid10km,10kmE396N466,1936-05-01,1076,1,Not sampled in 89.7 years
grid10km,10kmE440N373,1936-06-01,1075,1,Not sampled in 89.6 years
grid10km,10kmE452N344,1936-08-01,1073,1,Not sampled in 89.4 years
grid10km,10kmE413N459,1937-07-01,1062,1,Not sampled in 88.5 years
grid10km,10kmE509N423,1938-07-01,1050,1,Not sampled in 87.5 years
grid10km,10kmE433N489,1938-07-01,1050,1,Not sampled in 87.5 years
grid10km,10kmE481N514,1939-08-01,1037,6,Not sampled in 86.4 years
grid10km,10kmE489N508,1939-08-01,1037,2,Not sampled in 86.4 years
grid10km,10kmE485N515,1939-08-01,1037,1,Not sampled in 86.4 years
grid10km,10kmE455N493,1941-07-01,1014,1,Not sampled in 84.5 years
grid10km,10kmE442N452,1942-07-01,1002,3,Not sampled in 83.5 years
grid10km,10kmE482N516,1942-07-01,1002,3,Not sampled in 83.5 years
grid10km,10kmE446N456,1942-08-01,1001,11,Not sampled in 83.4 years
grid10km,10kmE443N454,1942-08-01,1001,14,Not sampled in 83.4 years
grid10km,10kmE447N456,1942-08-01,1001,8,Not sampled in 83.4 years
grid10km,10kmE501N462,1942-09-01,1000,1,Not sampled in 83.3 years
grid10km,10kmE522N391,1942-09-01,1000,1,Not sampled in 83.3 years
grid10km,10kmE498N476,1942-11-01,998,1,Not sampled in 83.2 years
grid10km,10kmE494N475,1942-11-01,998,1,Not sampled in 83.2 years
grid10km,10kmE449N456,1943-06-01,991,3,Not sampled in 82.6 years
grid10km,10kmE500N408,1943-07-01,990,1,Not sampled in 82.5 years
grid10km,10kmE449N465,1943-08-01,989,10,Not sampled in 82.4 years
grid10km,10kmE396N476,1943-08-01,989,1,Not sampled in 82.4 years
grid10km,10kmE48N843,1944-06-01,979,1,Not sampled in 81.6 years
grid10km,10kmE470N367,1944-06-01,979,3,Not sampled in 81.6 years
grid10km,10kmE520N475,1944-07-01,978,1,Not sampled in 81.5 years
grid10km,10kmE467N510,1944-07-01,978,3,Not sampled in 81.5 years
grid10km,10kmE450N456,1944-07-01,978,7,Not sampled in 81.5 years
grid10km,10kmE470N512,1944-08-01,977,4,Not sampled in 81.4 years
grid10km,10kmE495N474,1945-06-01,967,1,Not sampled in 80.6 years
grid10km,10kmE446N468,1945-09-01,964,1,Not sampled in 80.3 years
grid10km,10kmE511N459,1946-05-01,956,1,Not sampled in 79.7 years
grid10km,10kmE498N495,1946-06-01,955,1,Not sampled in 79.6 years
grid10km,10kmE515N452,1946-07-01,954,1,Not sampled in 79.5 years
grid10km,10kmE438N432,1946-07-01,954,1,Not sampled in 79.5 years
grid10km,10kmE492N434,1946-07-01,954,1,Not sampled in 79.5 years
grid10km,10kmE397N475,1946-07-01,954,1,Not sampled in 79.5 years
grid10km,10kmE512N439,1946-08-01,953,1,Not sampled in 79.4 years
grid10km,10kmE490N432,1946-08-01,953,1,Not sampled in 79.4 years
grid10km,10kmE483N447,1946-08-01,953,1,Not sampled in 79.4 years
grid10km,10kmE507N449,1946-09-01,952,1,Not sampled in 79.3 years
grid10km,10kmE415N494,1946-09-01,952,1,Not sampled in 79.3 years
grid10km,10kmE512N481,1946-09-01,952,2,Not sampled in 79.3 years
grid10km,10kmE486N379,1946-10-01,951,1,Not sampled in 79.2 years
grid10km,10kmE459N514,1946-11-01,950,1,Not sampled in 79.2 years
grid10km,10kmE426N486,1947-04-01,945,1,Not sampled in 78.8 years
grid10km,10kmE508N384,1947-05-01,944,1,Not sampled in 78.7 years
grid10km,10kmE511N422,1947-05-01,944,1,Not sampled in 78.7 years
grid10km,10kmE489N382,1947-05-01,944,1,Not sampled in 78.7 years
grid10km,10kmE390N467,1947-06-01,943,1,Not sampled in 78.6 years
grid10km,10kmE475N438,1947-07-01,942,1,Not sampled in 78.5 years
grid10km,10kmE417N442,1947-07-01,942,1,Not sampled in 78.5 years
grid10km,10kmE516N484,1947-07-01,942,1,Not sampled in 78.5 years
grid10km,10kmE466N509,1947-08-01,941,1,Not sampled in 78.4 years
grid10km,10kmE504N428,1947-08-01,941,1,Not sampled in 78.4 years
grid10km,10kmE415N402,1947-08-01,941,1,Not sampled in 78.4 years
grid10km,10kmE440N410,1947-08-01,941,1,Not sampled in 78.4 years
grid10km,10kmE391N429,1947-08-01,941,1,Not sampled in 78.4 years
grid10km,10kmE504N402,1947-08-01,941,1,Not sampled in 78.4 years
grid10km,10kmE514N422,1947-08-01,941,1,Not sampled in 78.4 years
grid10km,10kmE427N392,1947-08-01,941,1,Not sampled in 78.4 years
grid10km,10kmE506N433,1947-09-01,940,1,Not sampled in 78.3 years
grid10km,10kmE399N404,1947-09-01,940,1,Not sampled in 78.3 years
grid10km,10kmE425N392,1947-10-01,939,1,Not sampled in 78.2 years
grid10km,10kmE518N445,1947-11-01,938,1,Not sampled in 78.2 years
grid10km,10kmE533N417,1948-05-01,932,2,Not sampled in 77.7 years
grid10km,10kmE427N423,1948-05-01,932,1,Not sampled in 77.7 years
grid10km,10kmE399N437,1948-06-01,931,1,Not sampled in 77.6 years
grid10km,10kmE424N500,1948-07-01,930,1,Not sampled in 77.5 years
grid10km,10kmE485N511,1948-07-01,930,5,Not sampled in 77.5 years
grid10km,10kmE418N497,1948-07-01,930,1,Not sampled in 77.5 years
grid10km,10kmE487N513,1948-07-01,930,2,Not sampled in 77.5 years
grid10km,10kmE387N428,1948-07-01,930,1,Not sampled in 77.5 years
grid10km,10kmE477N430,1948-07-01,930,1,Not sampled in 77.5 years
grid10km,10kmE521N478,1948-07-01,930,1,Not sampled in 77.5 years
grid10km,10kmE431N443,1948-07-01,930,1,Not sampled in 77.5 years
grid10km,10kmE477N513,1948-08-01,929,10,Not sampled in 77.4 years
grid10km,10kmE483N511,1948-08-01,929,10,Not sampled in 77.4 years
grid10km,10kmE486N510,1948-08-01,929,11,Not sampled in 77.4 years
grid10km,10kmE488N507,1948-08-01,929,8,Not sampled in 77.4 years
grid10km,10kmE485N509,1948-08-01,929,8,Not sampled in 77.4 years
grid10km,10kmE430N487,1948-08-01,929,1,Not sampled in 77.4 years
grid10km,10kmE440N448,1948-08-01,929,1,Not sampled in 77.4 years
grid10km,10kmE433N455,1948-08-01,929,1,Not sampled in 77.4 years
grid10km,10kmE433N447,1949-01-01,924,1,Not sampled in 77 years
grid10km,10kmE405N422,1949-01-01,924,1,Not sampled in 77 years
grid10km,10kmE414N455,1949-01-01,924,1,Not sampled in 77 years
grid10km,10kmE395N458,1949-01-01,924,1,Not sampled in 77 years
grid10km,10kmE516N388,1949-01-01,924,1,Not sampled in 77 years
grid10km,10kmE444N478,1949-04-01,921,1,Not sampled in 76.8 years
grid10km,10kmE481N512,1949-07-01,918,9,Not sampled in 76.5 years
grid10km,10kmE482N511,1949-07-01,918,10,Not sampled in 76.5 years
grid10km,10kmE480N516,1949-07-01,918,18,Not sampled in 76.5 years
grid10km,10kmE479N514,1949-07-01,918,12,Not sampled in 76.5 years
grid10km,10kmE487N512,1949-07-01,918,9,Not sampled in 76.5 years
grid10km,10kmE484N512,1949-07-01,918,10,Not sampled in 76.5 years
grid10km,10kmE482N512,1949-07-01,918,12,Not sampled in 76.5 years
grid10km,10kmE484N511,1949-07-01,918,8,Not sampled in 76.5 years
grid10km,10kmE480N515,1949-07-01,918,9,Not sampled in 76.5 years
grid10km,10kmE487N511,1949-07-01,918,7,Not sampled in 76.5 years
grid10km,10kmE478N513,1949-07-01,918,10,Not sampled in 76.5 years
grid10km,10kmE481N515,1949-07-01,918,8,Not sampled in 76.5 years
grid10km,10kmE475N515,1949-07-01,918,7,Not sampled in 76.5 years
grid10km,10kmE486N513,1949-07-01,918,8,Not sampled in 76.5 years
grid10km,10kmE480N512,1949-07-01,918,11,Not sampled in 76.5 years
grid10km,10kmE487N509,1949-07-01,918,12,Not sampled in 76.5 years
grid10km,10kmE490N460,1949-07-01,918,1,Not sampled in 76.5 years
grid10km,10kmE478N516,1949-07-01,918,10,Not sampled in 76.5 years
grid10km,10kmE488N511,1949-07-01,918,5,Not sampled in 76.5 years
grid10km,10kmE522N479,1949-07-01,918,1,Not sampled in 76.5 years
grid10km,10kmE489N506,1949-07-01,918,2,Not sampled in 76.5 years
grid10km,10kmE477N373,1949-07-01,918,1,Not sampled in 76.5 years
grid10km,10kmE485N510,1949-08-01,917,8,Not sampled in 76.4 years
grid10km,10kmE487N510,1949-08-01,917,9,Not sampled in 76.4 years
grid10km,10kmE478N514,1949-08-01,917,15,Not sampled in 76.4 years
grid10km,10kmE484N510,1949-08-01,917,8,Not sampled in 76.4 years
grid10km,10kmE482N515,1949-08-01,917,7,Not sampled in 76.4 years
grid10km,10kmE485N508,1949-08-01,917,8,Not sampled in 76.4 years
grid10km,10kmE445N455,1949-08-01,917,29,Not sampled in 76.4 years
grid10km,10kmE486N509,1949-08-01,917,9,Not sampled in 76.4 years
grid10km,10kmE488N509,1949-08-01,917,3,Not sampled in 76.4 years
grid10km,10kmE486N514,1949-08-01,917,5,Not sampled in 76.4 years
grid10km,10kmE448N461,1949-08-01,917,6,Not sampled in 76.4 years
grid10km,10kmE477N516,1949-08-01,917,6,Not sampled in 76.4 years
grid10km,10kmE463N502,1949-08-01,917,5,Not sampled in 76.4 years
grid10km,10kmE463N503,1949-08-01,917,3,Not sampled in 76.4 years
grid10km,10kmE501N480,1949-09-01,916,2,Not sampled in 76.3 years
grid10km,10kmE500N478,1949-09-01,916,3,Not sampled in 76.3 years
grid10km,10kmE522N468,1949-09-01,916,1,Not sampled in 76.3 years
grid10km,10kmE498N487,1949-09-01,916,1,Not sampled in 76.3 years
grid10km,10kmE498N473,1949-09-01,916,2,Not sampled in 76.3 years
grid10km,10kmE494N472,1949-09-01,916,3,Not sampled in 76.3 years
grid10km,10kmE492N473,1949-09-01,916,2,Not sampled in 76.3 years
grid10km,10kmE499N478,1949-09-01,916,2,Not sampled in 76.3 years
grid10km,10kmE503N484,1949-09-01,916,2,Not sampled in 76.3 years
grid10km,10kmE501N476,1949-09-01,916,2,Not sampled in 76.3 years
grid10km,10kmE484N378,1950-04-01,909,3,Not sampled in 75.8 years
grid10km,10kmE479N513,1950-07-01,906,8,Not sampled in 75.5 years
grid10km,10kmE483N514,1950-07-01,906,11,Not sampled in 75.5 years
grid10km,10kmE484N515,1950-07-01,906,13,Not sampled in 75.5 years
grid10km,10kmE484N513,1950-07-01,906,8,Not sampled in 75.5 years
grid10km,10kmE483N515,1950-07-01,906,11,Not sampled in 75.5 years
grid10km,10kmE482N514,1950-07-01,906,7,Not sampled in 75.5 years
grid10km,10kmE483N510,1950-07-01,906,8,Not sampled in 75.5 years
grid10km,10kmE477N515,1950-07-01,906,9,Not sampled in 75.5 years
grid10km,10kmE478N515,1950-07-01,906,9,Not sampled in 75.5 years
grid10km,10kmE503N500,1950-07-01,906,1,Not sampled in 75.5 years
grid10km,10kmE483N513,1950-08-01,905,11,Not sampled in 75.4 years
grid10km,10kmE500N485,1950-08-01,905,1,Not sampled in 75.4 years
grid10km,10kmE494N474,1950-08-01,905,2,Not sampled in 75.4 years
grid10km,10kmE503N478,1950-08-01,905,1,Not sampled in 75.4 years
grid10km,10kmE496N476,1950-10-01,903,2,Not sampled in 75.2 years
grid10km,10kmE444N454,1951-08-01,893,27,Not sampled in 74.4 years
grid10km,10kmE485N513,1951-08-01,893,8,Not sampled in 74.4 years
grid10km,10kmE450N458,1951-08-01,893,8,Not sampled in 74.4 years
grid10km,10kmE488N506,1951-08-01,893,10,Not sampled in 74.4 years
grid10km,10kmE490N503,1951-08-01,893,5,Not sampled in 74.4 years
grid10km,10kmE495N498,1951-08-01,893,2,Not sampled in 74.4 years
grid10km,10kmE496N473,1951-09-01,892,4,Not sampled in 74.3 years
grid10km,10kmE501N484,1951-09-01,892,3,Not sampled in 74.3 years
grid10km,10kmE496N474,1951-10-01,891,1,Not sampled in 74.2 years
grid10km,10kmE442N413,1952-06-01,883,1,Not sampled in 73.6 years
grid10km,10kmE443N411,1952-06-01,883,1,Not sampled in 73.6 years
grid10km,10kmE486N421,1952-06-01,883,1,Not sampled in 73.6 years
grid10km,10kmE444N413,1953-07-01,870,1,Not sampled in 72.5 years
grid10km,10kmE389N414,1953-07-01,870,1,Not sampled in 72.5 years
grid10km,10kmE484N509,1953-08-01,869,7,Not sampled in 72.4 years
grid10km,10kmE479N388,1954-06-01,859,2,Not sampled in 71.6 years
grid10km,10kmE502N482,1954-09-01,856,2,Not sampled in 71.3 years
grid10km,10kmE499N473,1954-09-01,856,1,Not sampled in 71.3 years
grid10km,10kmE502N479,1954-09-01,856,2,Not sampled in 71.3 years
grid10km,10kmE500N480,1954-09-01,856,4,Not sampled in 71.3 years
grid10km,10kmE495N475,1954-09-01,856,2,Not sampled in 71.3 years
grid10km,10kmE500N476,1954-09-01,856,4,Not sampled in 71.3 years
grid10km,10kmE497N475,1954-09-01,856,4,Not sampled in 71.3 years
grid10km,10kmE496N472,1954-09-01,856,1,Not sampled in 71.3 years
grid10km,10kmE493N473,1954-09-01,856,3,Not sampled in 71.3 years
grid10km,10kmE500N475,1954-09-01,856,1,Not sampled in 71.3 years
grid10km,10kmE499N476,1954-09-01,856,1,Not sampled in 71.3 years
grid10km,10kmE486N508,1955-07-01,846,7,Not sampled in 70.5 years
grid10km,10kmE429N478,1955-07-01,846,1,Not sampled in 70.5 years
grid10km,10kmE468N510,1955-08-01,845,55,Not sampled in 70.4 years
grid10km,10kmE490N502,1956-07-01,834,5,Not sampled in 69.5 years
grid10km,10kmE493N500,1956-07-01,834,4,Not sampled in 69.5 years
grid10km,10kmE490N504,1956-07-01,834,5,Not sampled in 69.5 years
grid10km,10kmE493N499,1956-07-01,834,3,Not sampled in 69.5 years
grid10km,10kmE496N498,1956-07-01,834,1,Not sampled in 69.5 years
grid10km,10kmE471N512,1956-08-01,833,35,Not sampled in 69.4 years
grid10km,10kmE464N360,1957-06-01,823,1,Not sampled in 68.6 years
grid10km,10kmE466N359,1957-06-01,823,1,Not sampled in 68.6 years
grid10km,10kmE497N477,1957-07-01,822,2,Not sampled in 68.5 years
grid10km,10kmE499N474,1957-07-01,822,3,Not sampled in 68.5 years
grid10km,10kmE499N477,1957-07-01,822,3,Not sampled in 68.5 years
grid10km,10kmE493N472,1957-07-01,822,1,Not sampled in 68.5 years
grid10km,10kmE493N474,1957-08-01,821,5,Not sampled in 68.4 years
grid10km,10kmE499N484,1957-08-01,821,3,Not sampled in 68.4 years
grid10km,10kmE501N485,1957-08-01,821,3,Not sampled in 68.4 years
grid10km,10kmE498N475,1957-09-01,820,2,Not sampled in 68.3 years
grid10km,10kmE495N473,1957-09-01,820,3,Not sampled in 68.3 years
grid10km,10kmE492N472,1957-09-01,820,1,Not sampled in 68.3 years
grid10km,10kmE493N502,1958-07-01,810,4,Not sampled in 67.5 years
grid10km,10kmE432N468,1958-08-01,809,1,Not sampled in 67.4 years
grid10km,10kmE441N431,1959-01-01,804,4,Not sampled in 67 years
grid10km,10kmE497N487,1959-06-01,799,2,Not sampled in 66.6 years
grid10km,10kmE499N486,1959-06-01,799,3,Not sampled in 66.6 years
grid10km,10kmE503N482,1959-06-01,799,3,Not sampled in 66.6 years
grid10km,10kmE497N472,1959-06-01,799,1,Not sampled in 66.6 years
grid10km,10kmE487N507,1959-07-01,798,13,Not sampled in 66.5 years
grid10km,10kmE489N509,1959-07-01,798,3,Not sampled in 66.5 years
grid10km,10kmE503N481,1959-07-01,798,1,Not sampled in 66.5 years
grid10km,10kmE502N476,1959-07-01,798,1,Not sampled in 66.5 years
grid10km,10kmE496N475,1959-08-01,797,3,Not sampled in 66.4 years
grid10km,10kmE500N479,1959-08-01,797,1,Not sampled in 66.4 years
grid10km,10kmE481N511,1959-09-01,796,25,Not sampled in 66.3 years
grid10km,10kmE496N488,1960-06-01,787,4,Not sampled in 65.6 years
grid10km,10kmE492N498,1960-07-01,786,4,Not sampled in 65.5 years
grid10km,10kmE494N476,1960-07-01,786,12,Not sampled in 65.5 years
grid10km,10kmE477N514,1960-07-01,786,13,Not sampled in 65.5 years
grid10km,10kmE491N502,1960-07-01,786,2,Not sampled in 65.5 years
grid10km,10kmE494N494,1960-07-01,786,4,Not sampled in 65.5 years
grid10km,10kmE500N482,1960-07-01,786,1,Not sampled in 65.5 years
grid10km,10kmE485N512,1960-08-01,785,6,Not sampled in 65.4 years
grid10km,10kmE486N512,1960-08-01,785,11,Not sampled in 65.4 years
grid10km,10kmE476N515,1960-08-01,785,9,Not sampled in 65.4 years
grid10km,10kmE464N505,1960-08-01,785,11,Not sampled in 65.4 years
grid10km,10kmE485N514,1960-08-01,785,16,Not sampled in 65.4 years
grid10km,10kmE489N507,1960-08-01,785,3,Not sampled in 65.4 years
grid10km,10kmE488N510,1960-08-01,785,5,Not sampled in 65.4 years
grid10km,10kmE494N502,1960-08-01,785,6,Not sampled in 65.4 years
grid10km,10kmE450N468,1960-08-01,785,4,Not sampled in 65.4 years
grid10km,10kmE496N489,1961-06-01,775,3,Not sampled in 64.6 years
grid10km,10kmE496N491,1961-06-01,775,1,Not sampled in 64.6 years
grid10km,10kmE492N504,1961-07-01,774,3,Not sampled in 64.5 years
grid10km,10kmE493N475,1961-07-01,774,5,Not sampled in 64.5 years
grid10km,10kmE494N499,1961-07-01,774,3,Not sampled in 64.5 years
grid10km,10kmE495N492,1961-07-01,774,1,Not sampled in 64.5 years
grid10km,10kmE498N484,1961-08-01,773,3,Not sampled in 64.4 years
grid10km,10kmE442N421,1961-08-01,773,1,Not sampled in 64.4 years
grid10km,10kmE412N477,1961-08-01,773,1,Not sampled in 64.4 years
grid10km,10kmE511N434,1962-06-01,763,1,Not sampled in 63.6 years
grid10km,10kmE499N489,1962-07-01,762,1,Not sampled in 63.5 years
grid10km,10kmE486N511,1962-08-01,761,14,Not sampled in 63.4 years
grid10km,10kmE479N516,1962-08-01,761,7,Not sampled in 63.4 years
grid10km,10kmE455N484,1962-08-01,761,5,Not sampled in 63.4 years
grid10km,10kmE444N455,1962-09-01,760,18,Not sampled in 63.3 years
grid10km,10kmE443N453,1963-03-01,754,25,Not sampled in 62.8 years
grid10km,10kmE457N493,1963-06-01,751,22,Not sampled in 62.6 years
grid10km,10kmE475N386,1963-07-01,750,2,Not sampled in 62.5 years
grid10km,10kmE491N503,1963-07-01,750,4,Not sampled in 62.5 years
grid10km,10kmE448N474,1963-07-01,750,9,Not sampled in 62.5 years
grid10km,10kmE495N491,1963-07-01,750,16,Not sampled in 62.5 years
grid10km,10kmE491N504,1963-07-01,750,5,Not sampled in 62.5 years
grid10km,10kmE449N469,1963-07-01,750,2,Not sampled in 62.5 years
grid10km,10kmE493N496,1963-07-01,750,3,Not sampled in 62.5 years
grid10km,10kmE464N504,1963-08-01,749,22,Not sampled in 62.4 years
grid10km,10kmE491N505,1963-08-01,749,6,Not sampled in 62.4 years
grid10km,10kmE493N504,1963-08-01,749,2,Not sampled in 62.4 years
grid10km,10kmE497N484,1963-10-01,747,2,Not sampled in 62.2 years
grid10km,10kmE510N482,1964-04-01,741,1,Not sampled in 61.8 years
grid10km,10kmE490N389,1964-06-01,739,28,Not sampled in 61.6 years
grid10km,10kmE493N503,1964-07-01,738,5,Not sampled in 61.5 years
grid10km,10kmE491N388,1964-07-01,738,4,Not sampled in 61.5 years
grid10km,10kmE448N476,1964-08-01,737,2,Not sampled in 61.4 years
grid10km,10kmE438N400,1964-09-01,736,32,Not sampled in 61.3 years
grid10km,10kmE499N485,1964-09-01,736,3,Not sampled in 61.3 years
grid10km,10kmE493N493,1964-10-01,735,7,Not sampled in 61.2 years
grid10km,10kmE497N485,1965-07-01,726,5,Not sampled in 60.5 years
grid10km,10kmE498N489,1965-07-01,726,4,Not sampled in 60.5 years
grid10km,10kmE497N483,1965-09-01,724,8,Not sampled in 60.3 years
grid10km,10kmE454N329,1965-09-01,724,1,Not sampled in 60.3 years
grid10km,10kmE515N371,1965-09-01,724,1,Not sampled in 60.3 years
grid10km,10kmE387N418,1965-09-01,724,1,Not sampled in 60.3 years
grid10km,10kmE413N317,1965-09-01,724,1,Not sampled in 60.3 years
grid10km,10kmE490N453,1965-09-01,724,1,Not sampled in 60.3 years
grid10km,10kmE400N426,1965-09-01,724,1,Not sampled in 60.3 years
grid10km,10kmE498N474,1966-05-01,716,3,Not sampled in 59.7 years
grid10km,10kmE498N481,1966-06-01,715,8,Not sampled in 59.6 years
grid10km,10kmE497N473,1966-06-01,715,4,Not sampled in 59.6 years
grid10km,10kmE495N488,1966-06-01,715,34,Not sampled in 59.6 years
grid10km,10kmE502N483,1966-06-01,715,3,Not sampled in 59.6 years
grid10km,10kmE497N488,1966-06-01,715,3,Not sampled in 59.6 years
grid10km,10kmE491N500,1966-06-01,715,4,Not sampled in 59.6 years
grid10km,10kmE494N501,1966-06-01,715,5,Not sampled in 59.6 years
grid10km,10kmE492N503,1966-06-01,715,3,Not sampled in 59.6 years
grid10km,10kmE500N486,1966-06-01,715,6,Not sampled in 59.6 years
grid10km,10kmE494N497,1966-06-01,715,4,Not sampled in 59.6 years
grid10km,10kmE502N484,1966-06-01,715,2,Not sampled in 59.6 years
grid10km,10kmE501N483,1966-06-01,715,2,Not sampled in 59.6 years
grid10km,10kmE500N477,1966-06-01,715,1,Not sampled in 59.6 years
grid10km,10kmE474N436,1966-06-01,715,2,Not sampled in 59.6 years
grid10km,10kmE495N487,1966-07-01,714,12,Not sampled in 59.5 years
grid10km,10kmE456N486,1966-07-01,714,12,Not sampled in 59.5 years
grid10km,10kmE492N500,1966-07-01,714,5,Not sampled in 59.5 years
grid10km,10kmE497N482,1966-07-01,714,5,Not sampled in 59.5 years
grid10km,10kmE462N502,1966-07-01,714,6,Not sampled in 59.5 years
grid10km,10kmE493N497,1966-07-01,714,6,Not sampled in 59.5 years
grid10km,10kmE451N479,1966-08-01,713,25,Not sampled in 59.4 years
grid10km,10kmE448N473,1966-08-01,713,8,Not sampled in 59.4 years
grid10km,10kmE449N478,1966-08-01,713,4,Not sampled in 59.4 years
grid10km,10kmE491N499,1966-09-01,712,6,Not sampled in 59.3 years
grid10km,10kmE495N496,1966-09-01,712,4,Not sampled in 59.3 years
grid10km,10kmE495N500,1966-09-01,712,5,Not sampled in 59.3 years
grid10km,10kmE498N483,1966-09-01,712,6,Not sampled in 59.3 years
grid10km,10kmE490N505,1966-09-01,712,6,Not sampled in 59.3 years
grid10km,10kmE494N495,1966-09-01,712,3,Not sampled in 59.3 years
grid10km,10kmE493N495,1966-09-01,712,3,Not sampled in 59.3 years
grid10km,10kmE490N501,1966-09-01,712,3,Not sampled in 59.3 years
grid10km,10kmE495N495,1966-09-01,712,2,Not sampled in 59.3 years
grid10km,10kmE500N484,1966-09-01,712,5,Not sampled in 59.3 years
grid10km,10kmE494N496,1966-09-01,712,2,Not sampled in 59.3 years
grid10km,10kmE492N501,1966-09-01,712,3,Not sampled in 59.3 years
grid10km,10kmE497N489,1966-09-01,712,1,Not sampled in 59.3 years
grid10km,10kmE501N475,1967-07-01,702,3,Not sampled in 58.5 years
grid10km,10kmE467N508,1967-07-01,702,63,Not sampled in 58.5 years
grid10km,10kmE499N475,1967-07-01,702,4,Not sampled in 58.5 years
grid10km,10kmE450N473,1967-08-01,701,31,Not sampled in 58.4 years
grid10km,10kmE449N475,1967-08-01,701,36,Not sampled in 58.4 years
grid10km,10kmE496N486,1967-08-01,701,7,Not sampled in 58.4 years
grid10km,10kmE498N485,1967-08-01,701,6,Not sampled in 58.4 years
grid10km,10kmE472N514,1967-08-01,701,1,Not sampled in 58.4 years
grid10km,10kmE448N475,1967-08-01,701,8,Not sampled in 58.4 years
grid10km,10kmE474N515,1967-08-01,701,3,Not sampled in 58.4 years
grid10km,10kmE494N487,1968-05-01,692,46,Not sampled in 57.7 years
grid10km,10kmE497N486,1968-06-01,691,6,Not sampled in 57.6 years
grid10km,10kmE450N472,1968-07-01,690,27,Not sampled in 57.5 years
grid10km,10kmE449N474,1968-07-01,690,34,Not sampled in 57.5 years
grid10km,10kmE451N470,1968-08-01,689,22,Not sampled in 57.4 years
grid10km,10kmE451N473,1968-08-01,689,34,Not sampled in 57.4 years
grid10km,10kmE450N478,1968-08-01,689,30,Not sampled in 57.4 years
grid10km,10kmE450N469,1968-08-01,689,34,Not sampled in 57.4 years
grid10km,10kmE479N512,1968-08-01,689,39,Not sampled in 57.4 years
grid10km,10kmE453N481,1968-08-01,689,8,Not sampled in 57.4 years
grid10km,10kmE476N514,1968-08-01,689,8,Not sampled in 57.4 years
grid10km,10kmE448N472,1968-08-01,689,8,Not sampled in 57.4 years
grid10km,10kmE450N479,1968-08-01,689,11,Not sampled in 57.4 years
grid10km,10kmE445N414,1968-10-01,687,8,Not sampled in 57.2 years
grid10km,10kmE440N372,1969-01-01,684,1,Not sampled in 57 years
grid10km,10kmE439N369,1969-02-01,683,1,Not sampled in 56.9 years
grid10km,10kmE443N371,1969-02-01,683,1,Not sampled in 56.9 years
grid10km,10kmE439N371,1969-02-01,683,1,Not sampled in 56.9 years
grid10km,10kmE440N371,1969-04-01,681,1,Not sampled in 56.8 years
grid10km,10kmE439N368,1969-05-01,680,1,Not sampled in 56.7 years
grid10km,10kmE441N373,1969-05-01,680,2,Not sampled in 56.7 years
grid10km,10kmE437N424,1969-06-01,679,1,Not sampled in 56.6 years
grid10km,10kmE442N373,1969-06-01,679,1,Not sampled in 56.6 years
grid10km,10kmE450N471,1969-07-01,678,26,Not sampled in 56.5 years
grid10km,10kmE440N367,1969-07-01,678,1,Not sampled in 56.5 years
grid10km,10kmE449N472,1969-08-01,677,23,Not sampled in 56.4 years
grid10km,10kmE450N470,1969-08-01,677,28,Not sampled in 56.4 years
grid10km,10kmE451N477,1969-08-01,677,39,Not sampled in 56.4 years
grid10km,10kmE443N372,1969-08-01,677,5,Not sampled in 56.4 years
grid10km,10kmE427N416,1970-06-01,667,1,Not sampled in 55.6 years
